Old stable ID, New stable ID, Release, Mapping score
Old stable ID, New stable ID, Release, Mapping score
ENSG00000239107.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239120.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239131.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239138.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239158.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239160.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239163.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239167.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239179.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239181.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239192.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239275.1, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239353.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239373.1, ENSG00000239373.2, 68, 0.969256
ENSG00000239373.2, ENSG00000239373.3, 76, 0.975728
ENSG00000239373.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239500.1, ENSG00000239500.2, 71, 0.93328
ENSG00000239500.2, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239594.1, ENSG00000239594.2, 68, 0.665854
ENSG00000239594.2, ENSG00000239594.3, 76, 0.880734
ENSG00000239594.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239664.1, ENSG00000239664.2, 71, 0.998932
ENSG00000239664.2, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239776.1, ENSG00000239776.2, 68, 0.553271
ENSG00000239776.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240050.1, ENSG00000240050.2, 76, 1
ENSG00000240050.2, ENSG00000240050.3, 77, 1
ENSG00000240050.3, ENSG00000240050.4, 79, 1
ENSG00000240050.4, ENSG00000240050.5, 81, 1
ENSG00000240050.5, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240292.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240341.1, ENSG00000240341.2, 68, 0.728659
ENSG00000240341.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240455.1, ENSG00000240455.2, 76, 0.55036
ENSG00000240455.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240524.1, ENSG00000240524.2, 70, 0.997781
ENSG00000240524.2, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240618.1, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240800.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241043.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241670.1, ENSG00000241670.2, 62, 0.928191
ENSG00000241670.2, ENSG00000241670.3, 76, 0.951797
ENSG00000241670.3, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241737.1, ENSG00000241737.2, 61, 0.778889
ENSG00000241737.2, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241774.1, ENSG00000241774.2, 68, 0.992565
ENSG00000241774.2, ENSG00000241774.3, 76, 0.99631
ENSG00000241774.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241778.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241781.1, ENSG00000241781.2, 68, 0.594371
ENSG00000241781.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242150.1, ENSG00000242150.2, 70, 0.99899
ENSG00000242150.2, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242180.1, ENSG00000242180.2, 62, 0.936658
ENSG00000242180.2, ENSG00000242180.3, 76, 0.940432
ENSG00000242180.3, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242349.1, ENSG00000242349.2, 76, 1
ENSG00000242349.2, ENSG00000242349.3, 77, 1
ENSG00000242349.3, ENSG00000242349.4, 79, 1
ENSG00000242349.4, ENSG00000242349.5, 81, 1
ENSG00000242349.5, ENSG00000242349.5, 92, 0.72
ENSG00000242349.5, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242463.1, ENSG00000242463.2, 68, 0.996516
ENSG00000242463.2, ENSG00000242463.3, 76, 0.996516
ENSG00000242463.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242486.1, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242631.1, ENSG00000242631.2, 73, 0.993273
ENSG00000242631.2, <retired>, 81, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242687.1, ENSG00000242687.2, 62, 0.839003
ENSG00000242687.2, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242924.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243012.1, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243113.1, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243251.1, ENSG00000243251.2, 58, 0.839465
ENSG00000243251.2, ENSG00000243251.3, 64, 0.969086
ENSG00000243251.3, ENSG00000243251.4, 72, 0.936901
ENSG00000243251.4, ENSG00000243251.5, 76, 0.905895
ENSG00000243251.5, ENSG00000243251.6, 85, 0.892339
ENSG00000243251.6, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243300.1, ENSG00000243300.2, 73, 0.879492
ENSG00000243300.2, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243350.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243440.1, ENSG00000243440.2, 70, 0.805327
ENSG00000243440.2, ENSG00000243440.3, 76, 1
ENSG00000243440.3, ENSG00000243440.4, 77, 1
ENSG00000243440.4, ENSG00000243440.5, 79, 1
ENSG00000243440.5, ENSG00000243440.6, 81, 1
ENSG00000243440.6, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243453.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243500.1, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243583.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243587.1, ENSG00000243587.2, 58, 0.924059
ENSG00000243587.2, ENSG00000243587.3, 62, 0.651932
ENSG00000243587.3, ENSG00000243587.4, 66, 0.972291
ENSG00000243587.4, ENSG00000243587.5, 71, 0.980276
ENSG00000243587.5, ENSG00000243587.6, 72, 0.986952
ENSG00000243587.6, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243993.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000244211.1, ENSG00000244211.2, 58, 0.758656
ENSG00000244211.2, ENSG00000244211.3, 60, 0.758656
ENSG00000244211.3, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000244214.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000244252.1, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000244382.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000244433.1, ENSG00000244433.2, 71, 0.996739
ENSG00000244433.2, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000244567.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000246448.1, ENSG00000246448.2, 58, 0.185973
ENSG00000246448.2, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000247732.1, ENSG00000247732.2, 58, 0.211454
ENSG00000247732.2, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000247844.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248173.1, ENSG00000248173.2, 76, 1
ENSG00000248173.2, ENSG00000248173.3, 77, 1
ENSG00000248173.3, ENSG00000248173.4, 79, 1
ENSG00000248173.4, ENSG00000248173.5, 81, 1
ENSG00000248173.5, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248280.1, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248345.1, <retired>, 81, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248478.1, ENSG00000248478.2, 60, 0.0861009
ENSG00000248478.2, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248686.1, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248828.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248861.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248986.1, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248999.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249251.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249329.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249339.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249357.1, ENSG00000249357.2, 70, 0.993388
ENSG00000249357.2, ENSG00000249357.3, 76, 0.993388
ENSG00000249357.3, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249365.1, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249423.1, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249427.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249428.1, ENSG00000249428.2, 76, 0.855471
ENSG00000249428.2, ENSG00000249428.3, 77, 1
ENSG00000249428.3, ENSG00000249428.4, 79, 1
ENSG00000249428.4, ENSG00000249428.5, 81, 1
ENSG00000249428.5, ENSG00000249428.6, 83, 0.885652
ENSG00000249428.6, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249430.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249666.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249734.1, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249911.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250055.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250061.1, ENSG00000250061.2, 76, 1
ENSG00000250061.2, ENSG00000250061.3, 77, 1
ENSG00000250061.3, ENSG00000250061.4, 79, 1
ENSG00000250061.4, ENSG00000250061.5, 81, 1
ENSG00000250061.5, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250232.1, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250296.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250355.1, <retired>, 81, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250400.1, ENSG00000250400.2, 60, 0.972345
ENSG00000250400.2, ENSG00000250400.3, 71, 0.993561
ENSG00000250400.3, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250404.1, <retired>, 81, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250411.1, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250558.1, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250588.1, ENSG00000250588.2, 61, 0.853592
ENSG00000250588.2, ENSG00000250588.3, 76, 1
ENSG00000250588.3, ENSG00000250588.4, 77, 1
ENSG00000250588.4, ENSG00000250588.5, 79, 1
ENSG00000250588.5, ENSG00000250588.6, 81, 1
ENSG00000250588.6, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250599.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250760.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250807.1, ENSG00000250807.2, 62, 0.964083
ENSG00000250807.2, ENSG00000250807.3, 76, 0.9975
ENSG00000250807.3, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251085.1, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251164.1, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251275.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251304.1, ENSG00000251304.2, 70, 0.997769
ENSG00000251304.2, ENSG00000251304.3, 76, 0.997769
ENSG00000251304.3, <retired>, 88, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251317.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251331.1, ENSG00000251331.2, 73, 0.965964
ENSG00000251331.2, ENSG00000251331.3, 76, 1
ENSG00000251331.3, ENSG00000251331.4, 77, 1
ENSG00000251331.4, ENSG00000251331.5, 79, 1
ENSG00000251331.5, ENSG00000251331.6, 81, 1
ENSG00000251331.6, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251628.1, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251696.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251710.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251713.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251725.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251731.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251738.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251772.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251808.1, ENSG00000283682.1, 85, 0.877193
ENSG00000251808.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251849.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251871.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251876.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251879.1, ENSG00000251879.2, 68, 1
ENSG00000251879.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251899.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251912.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251927.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251933.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251962.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251963.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251966.1, ENSG00000251966.2, 68, 0.991304
ENSG00000251966.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251969.1, ENSG00000251969.2, 68, 0.609412
ENSG00000251969.2, ENSG00000251969.3, 79, 0.676328
ENSG00000251969.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251989.1, ENSG00000251989.2, 68, 0.58255
ENSG00000251989.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252000.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252004.1, ENSG00000252004.2, 68, 0.939227
ENSG00000252004.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252038.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252059.1, ENSG00000252059.2, 68, 0.968524
ENSG00000252059.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252100.1, ENSG00000252100.2, 68, 0.971429
ENSG00000252100.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252102.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252111.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252120.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252124.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252131.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252142.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252146.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252150.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252177.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252181.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252215.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252234.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252270.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252306.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252308.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252309.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
