"uniprotkb_canonical_ac","database_id","database_label"
"Q9P2H0-1","NP_065853.3",""
"Q9BVM2-1","NP_056263.1",""
"P43628-1","NP_056952.2",""
"P43627-1","NP_055034.2",""
"P43626-1","NP_055033.2",""
"Q8WW62-1","NP_653277.2",""
"Q9NTM9-1","NP_057044.2",""
"Q6ZMY6-1","NP_775750.3",""
"Q5JSL3-1","NP_653259.3",""
"Q2NKX8-1","NP_060139.2",""
"Q13319-1","NP_003927.1",""
"Q96QV1-1","NP_071920.1",""
"Q8N0Z2-1","NP_631905.1",""
"Q8N0Z6-1","NP_612385.2",""
"Q8N0Z9-1","NP_061959.2",""
"Q8N0Z8-1","NP_699170.1",""
"Q9UKU9-1","NP_036230.1",""
"O75593-1","NP_003914.1",""
"Q6S9Z5-1","NP_997200.1",""
"Q9NVC6-1","NP_004259.3",""
"Q8NEV9-1","NP_663634.2",""
"Q8NEV1-1","NP_001243615.1",""
"Q9HC84-1","NP_002449.2",""
"Q8N127-1","NP_001001921.1",""
"P32320-1","NP_001776.1",""
"P05546-1","NP_000176.2",""
"Q7L8C5-1","NP_065877.1",""
"P0CG29-1","NP_000845.2",""
"P0CG24-1","NP_001094808.1",""
"P40939-1","NP_000173.2",""
"O95551-1","NP_057698.2",""
"P16499-1","NP_000431.2",""
"Q9HAW8-1","NP_061948.1",""
"Q8IV35-1","NP_849146.1",""
"Q6IEZ7-1","NP_001004697.1",""
"P82664-1","NP_060611.2",""
"P60468-1","NP_006799.1",""
"P82663-1","NP_071942.1",""
"Q8IXJ9-1","NP_056153.2",""
"P0C6A0-1","NP_001096637.1",""
"P11586-1","NP_005947.3",""
"O15232-1","NP_002372.1",""
"P21918-1","NP_000789.1",""
"P38919-1","NP_055555.1",""
"P21912-1","NP_002991.2",""
"Q9NX62-1","NP_060283.3",""
"Q16352-1","NP_116116.1",""
"P12724-1","NP_002926.2",""
"Q12841-1","NP_009016.1",""
"P62310-1","NP_055278.1",""
"Q9H1E1-1","NP_115961.2",""
"Q9Y5S1-1","NP_057197.2",""
"Q6UWI2-1","NP_056208.2",""
"Q6UWI4-1","NP_001007539.1",""
"A6NNE9-1","NP_001096032.1",""
"Q8NI29-1","NP_849142.1",""
"Q9HD42-1","NP_002759.2",""
"Q86WI1-1","NP_803875.2",""
"Q5TAP6-1","NP_067677.4",""
"O95714-1","NP_004658.3",""
"O14734-1","NP_005460.2",""
"O14730-1","NP_003822.2",""
"O14732-1","NP_055029.1",""
"Q9NZD2-1","NP_057517.1",""
"Q13547-1","NP_004955.2",""
"A6NEQ2-1","NP_787081.2",""
"A6NEQ0-1","NP_001006118.2",""
"Q9BZV3-1","NP_057331.2",""
"Q96A11-1","NP_149025.1",""
"Q66GS9-1","NP_079285.2",""
"Q14684-1","NP_055871.1",""
"Q9NR45-1","NP_061819.2",""
"Q6IA69-1","NP_060631.2",""
"Q5T751-1","NP_848128.1",""
"P84090-1","NP_004441.1",""
"Q8NGC8-1","NP_001335202.1",""
"Q15465-1","NP_000184.1",""
"Q15464-1","NP_003019.2",""
"Q15466-1","NP_068804.1",""
"Q9P2U7-1","NP_064705.1",""
"Q03111-1","NP_005925.2",""
"Q9HAW7-1","NP_061950.2",""
"Q5GH76-1","NP_443130.1",""
"P13984-1","NP_004119.1",""
"Q6B0I6-1","NP_060509.2",""
"A6NKN8-1","NP_001096036.1",""
"Q8NBB4-1","NP_872378.3",""
"P29803-1","NP_005381.1",""
"P55316-1","NP_005240.3",""
"O00220-1","NP_003835.3",""
"Q8N8R5-1","NP_710156.3",""
"Q8N8R7-1","NP_689529.1",""
"P0DN25-1","NP_001094800.1",""
"Q96J01-1","NP_115737.1",""
"Q96NS5-1","NP_543139.4",""
"P32455-1","NP_002044.2",""
"P08913-1","NP_000672.3",""
"Q9BX95-1","NP_110418.1",""
"Q8N436-1","NP_937791.2",""
"P02452-1","NP_000079.2",""
"Q9H4L4-1","NP_056485.2",""
"O00570-1","NP_005977.2",""
"Q9C0E2-1","NP_071904.4",""
"Q8WWY6-1","NP_660209.2",""
"Q8WWY7-1","NP_543145.1",""
"O95239-1","NP_036442.3",""
"O95235-1","NP_005724.1",""
"Q8WWY8-1","NP_640341.1",""
"Q9UM07-1","NP_036519.2",""
"O95231-1","NP_055283.1",""
"Q9H7E9-1","NP_075568.1",""
"Q9Y3D9-1","NP_057154.2",""
"P51160-1","NP_006195.3",""
"A0PK11-1","NP_001073296.1",""
"H3BNL8-1","NP_001269421.1",""
"B4DXR9-1","NP_001131080.1",""
"Q8TDN6-1","NP_060791.3",""
"H3BNL1-1","NP_001073997.2",""
"O15127-1","NP_005688.2",""
"Q5M9Q1-1","NP_001007532.1",""
"Q8IY18-1","NP_055925.2",""
"Q96RD1-1","NP_001005182.1",""
"A6NGS2-1","NP_001123986.1",""
"Q8N350-3","NP_689982.3",""
"Q8N357-1","NP_060347.2",""
"O97980-1","NP_067005.1",""
"Q9H2U9-1","NP_003808.2",""
"Q5VWP2-1","NP_060179.2",""
"Q9Y333-1","NP_067000.1",""
"Q8NH61-1","NP_001004753.1",""
"Q92922-1","NP_003065.3",""
"Q9NXD2-1","NP_060232.2",""
"Q58HT5-1","NP_001013597.1",""
"Q9BRJ9-1","NP_061140.1",""
"Q8NHQ9-1","NP_065987.1",""
"Q04695-1","NP_000413.1",""
"P00326-1","NP_000660.1",""
"Q6UWT2-1","NP_940975.2",""
"Q9BXI3-1","NP_115915.1",""
"Q8TCB0-1","NP_006408.3",""
"Q8NGI6-1","NP_001004705.1",""
"Q8NH63-1","NP_001335220.1",""
"Q8NGI4-1","NP_001004706.1",""
"Q8NGI9-1","NP_001001954.1",""
"Q8NGI8-1","NP_001004729.1",""
"O43159-1","NP_056139.1",""
"A6NFK2-1","NP_001073985.1",""
"Q9BUU2-1","NP_077014.3",""
"Q96LQ0-1","NP_758953.1",""
"Q99853-1","NP_036314.2",""
"Q709F0-1","NP_115545.3",""
"F2Z333-1","NP_001229588.1",""
"Q9H3Y8-1","NP_077275.1",""
"B3KS81-1","NP_001139113.1",""
"A0A1B0GWI6-1","NP_001310004.1",""
"O60783-1","NP_071383.1",""
"P57738-1","NP_071503.1",""
"Q9BSM1-1","NP_116062.2",""
"O14949-1","NP_055217.2",""
"A6NKT7-1","NP_001137485.1",""
"Q8N7Q3-1","NP_001001411.2",""
"Q12983-1","NP_004043.3",""
"Q504Y2-1","NP_612379.2",""
"Q96FL8-1","NP_060712.2",""
"Q2TAC6-1","NP_694941.2",""
"Q8IZU8-1","NP_115536.1",""
"Q9ULC6-1","NP_037490.2",""
"O75127-1","NP_056360.2",""
"Q8IWW8-1","NP_653251.2",""
"O75603-1","NP_004743.1",""
"Q8NFA0-1","NP_115971.2",""
"A8MRT5-1","NP_001129337.1",""
"P26022-1","NP_002843.2",""
"P61326-1","NP_002361.1",""
"A6NJG2-1","NP_001099046.1",""
"A6ND01-1","NP_001186135.1",""
"Q9UHR6-1","NP_055020.1",""
"Q9H9J4-1","NP_115548.1",""
"Q5W0N0-1","NP_001122090.1",""
"P28907-1","NP_001766.2",""
"A2A288-1","NP_997243.2",""
"P63252-1","NP_000882.1",""
"P59510-1","NP_079279.3",""
"Q7Z2Y5-1","NP_940867.2",""
"Q5JSS6-1","NP_001074305.1",""
"Q15582-1","NP_000349.1",""
"A6NDS4-1","NP_001001417.6",""
"A0A087WTH1-1","NP_001243758.1",""
"P48723-1","NP_008879.3",""
"P31937-1","NP_689953.1",""
"Q3SY84-1","NP_258259.1",""
"Q99988-1","NP_004855.2",""
"Q96PS8-1","NP_536354.2",""
"Q96BH1-1","NP_071898.2",""
"Q96BH3-1","NP_071425.3",""
"Q6UXV0-1","NP_997293.2",""
"A8MTJ3-1","NP_001095856.1",""
"A8MTJ6-1","NP_001129121.1",""
"P33261-1","NP_000760.1",""
"P83436-1","NP_705831.1",""
"Q9NV56-1","NP_060740.1",""
"Q96DN2-1","NP_689931.2",""
"O60844-1","NP_689551.2",""
"Q30KQ7-1","NP_001032818.1",""
"Q30KQ4-1","NP_001032820.1",""
"Q30KQ1-1","NP_001159950.1",""
"Q9Y663-1","NP_006033.1",""
"Q30KQ8-1","NP_001032587.1",""
"A0A0G2JMD5-1","NP_001278310.1",""
"Q12946-1","NP_001442.2",""
"Q96AT1-1","NP_065747.1",""
"O75956-1","NP_005842.1",""
"Q05C16-1","NP_001269389.1",""
"Q9H0X6-1","NP_112587.2",""
"Q08379-1","NP_004477.3",""
"Q9Y644-1","NP_002908.1",""
"Q7Z570-1","NP_919226.1",""
"Q12918-1","NP_002249.1",""
"Q6XE38-1","NP_996881.1",""
"Q9UID3-1","NP_037397.2",""
"Q9NW82-1","NP_060504.1",""
"Q0P670-1","NP_783861.3",""
"Q7Z5J4-1","NP_109590.3",""
"Q68DL7-1","NP_001167594.1",""
"Q969R5-1","NP_113676.2",""
"Q96D98-1","NP_689574.1",""
"Q12948-1","NP_001444.2",""
"Q86WR6-1","NP_859058.2",""
"P61163-1","NP_005727.1",""
"Q8TAE8-1","NP_443082.2",""
"O60412-1","NP_036509.1",""
"Q8TAE6-1","NP_112211.1",""
"P54840-1","NP_068776.2",""
"Q14D33-1","NP_776182.2",""
"Q6ZUA9-1","NP_997297.2",""
"Q8IZ63-1","NP_001127788.1",""
"Q6P1J9-1","NP_078805.3",""
"O43812-1","NP_036278.1",""
"P20648-1","NP_000695.2",""
"Q3LI58-1","NP_853650.1",""
"Q3LI59-1","NP_853648.1",""
"A8K4G0-1","NP_777552.3",""
"Q701N4-1","NP_001004325.1",""
"P28347-1","NP_068780.2",""
"Q9BZ76-1","NP_387504.2",""
"P53602-1","NP_002452.1",""
"O75110-1","NP_006036.1",""
"Q9NV66-1","NP_060734.2",""
"Q8NGA0-1","NP_001005192.2",""
"P30872-1","NP_001040.1",""
"A6NCL2-1","NP_001182449.1",""
"A6NCL1-1","NP_001140158.1",""
"A6NCL7-1","NP_001157912.1",""
"Q17RM4-1","NP_116168.3",""
"P20393-1","NP_068370.1",""
"P05423-1","NP_001713.2",""
"Q96I45-1","NP_116317.1",""
"P20396-1","NP_009048.1",""
"O95918-1","NP_009091.3",""
"Q4VNC1-1","NP_115655.2",""
"Q8NEH6-1","NP_060835.1",""
"Q643R3-1","NP_705841.2",""
"Q9Y3T9-1","NP_056473.2",""
"P67775-1","NP_002706.1",""
"E9PRG8-1","NP_001273015.1",""
"Q8N9W4-3","NP_001291317.1",""
"Q99616-1","NP_005399.1",""
"Q99611-1","NP_036380.2",""
"Q01094-1","NP_005216.1",""
"Q6PI48-1","NP_060592.2",""
"Q96P09-1","NP_203127.3",""
"Q6ZVW7-1","NP_001001694.2",""
"O95602-1","NP_056240.2",""
"Q969F1-1","NP_612417.1",""
"O75400-1","NP_060362.3",""
"Q16706-1","NP_002363.2",""
"O15481-1","NP_002358.1",""
"Q86X02-1","NP_055418.2",""
"Q71F56-1","NP_056150.1",""
"O00470-1","NP_002389.1",""
"O43818-1","NP_004695.1",""
"Q8IV03-1","NP_981948.1",""
"Q96RJ0-1","NP_612200.1",""
"Q9BY71-1","NP_112153.1",""
"Q96RJ6-1","NP_690862.1",""
"P56693-1","NP_008872.1",""
"Q8WVX9-1","NP_115604.1",""
"Q14152-1","NP_003741.1",""
"Q14153-1","NP_055476.3",""
"Q14151-1","NP_055464.1",""
"P21281-1","NP_001684.2",""
"Q9Y5J9-1","NP_036591.2",""
"P21283-1","NP_001686.1",""
"P36021-1","NP_006508.2",""
"Q9Y5J1-1","NP_057085.2",""
"Q9P2X7-1","NP_059114.1",""
"P0C6C1-1","NP_001139813.1",""
"Q9Y5J6-1","NP_036324.1",""
"Q99871-1","NP_059988.3",""
"O43451-1","NP_004659.2",""
"P19622-1","NP_001418.2",""
"Q9BZY9-1","NP_008959.3",""
"Q96JP2-1","NP_001296171.1",""
"Q13606-1","NP_006628.1",""
"P62330-1","NP_001654.1",""
"P62333-1","NP_002797.3",""
"A8MV81-1","NP_001103089.1",""
"Q96S52-1","NP_149975.1",""
"P40616-1","NP_001168.1",""
"P0DPF2-1","NP_001265196.1",""
"A6NNA5-1","NP_001263380.1",""
"O94805-1","NP_057272.1",""
"P58173-1","NP_036499.1",""
"P58170-1","NP_055381.1",""
"Q8N5P1-1","NP_115883.2",""
"Q17RR3-1","NP_001011709.2",""
"Q9BTV5-1","NP_077309.1",""
"P0C7M4-1","NP_001093155.1",""
"Q86YT6-1","NP_065825.1",""
"Q8IXL6-1","NP_064608.2",""
"Q8NI27-1","NP_001075019.1",""
"Q92623-1","NP_056166.1",""
"Q96L96-1","NP_065829.3",""
"Q9UJT2-1","NP_068379.1",""
"P30273-1","NP_004097.1",""
"Q5JVX7-1","NP_001263280.1",""
"Q9NR23-1","NP_065685.1",""
"Q9P2N5-1","NP_061862.1",""
"Q8NCC3-1","NP_036452.1",""
"Q96KR6-1","NP_543011.2",""
"Q8IUA7-1","NP_525022.2",""
"Q96KR1-1","NP_057191.2",""
"Q96D03-1","NP_660287.1",""
"A0A1B0GVZ9-1","NP_001229679.1",""
"Q9P2W3-1","NP_057625.1",""
"P49721-1","NP_002785.1",""
"Q96C90-1","NP_619634.1",""
"Q6S5L8-1","NP_976224.3",""
"Q9H6K5-1","NP_001177396.1",""
"Q03135-1","NP_001744.2",""
"Q8NGE0-1","NP_001004134.1",""
"Q09161-1","NP_002477.1",""
"Q9Y6X3-1","NP_056144.3",""
"Q07325-1","NP_002407.1",""
"Q00444-1","NP_061826.1",""
"Q8TDB4-1","NP_116012.2",""
"O60883-1","NP_004758.3",""
"O60882-1","NP_004762.2",""
"Q8N8P7-1","NP_001258912.1",""
"Q4G0I0-1","NP_001258980.1",""
"Q9H4G4-1","NP_071738.1",""
"Q8NGK0-1","NP_001005238.1",""
"Q86SF2-1","NP_059119.2",""
"Q9HBW9-1","NP_071442.2",""
"Q96CX6-1","NP_001093148.1",""
"A9QM74-1","NP_001139187.1",""
"Q6PRD1-1","NP_001004334.3",""
"Q15054-1","NP_006582.1",""
"Q15057-1","NP_036419.3",""
"O00590-1","NP_001287.2",""
"Q96R30-1","NP_996763.1",""
"O95210-1","NP_003934.1",""
"Q5T280-1","NP_057474.2",""
"Q9P1A6-1","NP_004736.2",""
"P31323-1","NP_002727.2",""
"Q92903-1","NP_001254.2",""
"Q8IY81-1","NP_060117.3",""
"Q14241-1","NP_003189.2",""
"P31277-1","NP_067015.2",""
"P21709-1","NP_005223.4",""
"Q8TCU6-1","NP_065871.2",""
"Q5JRM2-1","NP_001013421.1",""
"Q9Y315-1","NP_057038.2",""
"Q5I0X4-1","NP_001008739.1",""
"P01160-1","NP_006163.1",""
"Q5JR12-1","NP_005158.5",""
"Q9Y385-1","NP_057105.2",""
"Q96N38-1","NP_872321.2",""
"O95980-1","NP_066934.1",""
"A8MXK1-1","NP_001138343.1",""
"P61927-1","NP_000988.1",""
"Q8IYS1-1","NP_001010853.1",""
"Q14232-1","NP_001405.1",""
"Q6P2Q9-1","NP_006436.3",""
"Q8IYS8-1","NP_001244893.1",""
"Q9Y3F4-1","NP_009109.3",""
"Q8NGG5-1","NP_001002907.1",""
"Q8NGG4-1","NP_001005199.1",""
"Q8NGG7-1","NP_001005194.1",""
"Q8NGG6-1","NP_001005195.1",""
"Q8NGG0-1","NP_001004064.1",""
"Q86XS5-1","NP_835228.2",""
"P53582-1","NP_055958.2",""
"O43603-1","NP_003848.1",""
"Q14093-1","NP_001331.1",""
"A0A1B0GTK4-1","NP_001096129.1",""
"Q92673-1","NP_003096.1",""
"Q9BYB0-1","NP_277052.1",""
"Q5VVB8-1","NP_001010876.1",""
"Q86YI8-1","NP_722519.2",""
"A1L020-1","NP_001087194.1",""
"Q9BYB4-1","NP_443730.1",""
"Q8TC90-1","NP_689851.1",""
"Q3LIE5-1","NP_064618.3",""
"Q8TC99-1","NP_060029.1",""
"Q8NH43-1","NP_001004717.1",""
"P0CE71-1","NP_006179.2",""
"Q9H321-1","NP_001001888.3",""
"Q9H322-1","NP_057462.2",""
"Q8IZS8-1","NP_060868.2",""
"Q9HCX3-1","NP_065708.2",""
"Q5JQS5-1","NP_001004492.1",""
"Q15612-1","NP_036496.1",""
"D6RGH6-1","NP_001177716.1",""
"Q15617-1","NP_001002905.1",""
"Q15615-1","NP_036506.1",""
"Q15619-1","NP_036485.2",""
"Q92541-1","NP_055953.3",""
"P59535-1","NP_795363.1",""
"P59536-1","NP_795364.2",""
"P59537-1","NP_795365.2",""
"P23677-1","NP_002211.1",""
"P59533-1","NP_789787.4",""
"P59538-1","NP_795366.2",""
"P0CV99-1","NP_001157943.1",""
"P42858-1","NP_002102.4",""
"P11487-1","NP_005238.1",""
"Q9NVH1-1","NP_060668.2",""
"Q9NZQ8-1","NP_055370.1",""
"Q96M69-1","NP_653249.1",""
"P80365-1","NP_000187.3",""
"Q96M61-1","NP_775970.1",""
"Q96S44-1","NP_291028.3",""
"Q86YR7-1","NP_055893.3",""
"Q99795-1","NP_005805.1",""
"P31271-1","NP_000513.2",""
"O14944-1","NP_001423.1",""
"Q13351-1","NP_006554.1",""
"Q4G163-1","NP_001025031.2",""
"P48745-1","NP_002505.1",""
"Q9UHP6-1","NP_055248.1",""
"Q6W0C5-1","NP_954980.1",""
"Q96DA0-1","NP_660295.2",""
"Q5MJ10-1","NP_001009615.1",""
"Q9UHP9-1","NP_055147.1",""
"Q9H7M9-1","NP_071436.1",""
"Q8NH83-1","NP_001005272.3",""
"Q9BQ90-1","NP_476502.1",""
"Q9Y5P8-1","NP_037371.2",""
"Q8NH85-1","NP_001004744.1",""
"Q01469-1","NP_001435.1",""
"Q7Z695-1","NP_443085.2",""
"Q9NS39-1","NP_061172.1",""
"Q9BYT8-1","NP_065777.1",""
"Q9H4Z2-1","NP_071378.1",""
"Q16633-1","NP_006226.2",""
"Q96EP9-1","NP_689892.1",""
"Q6ZTR6-1","NP_001259022.2",""
"Q86WH2-1","NP_835463.1",""
"P13224-1","NP_000398.1",""
"O75388-1","NP_001497.1",""
"P47989-1","NP_000370.2",""
"Q9NQW8-1","NP_061971.3",""
"Q9NQW1-1","NP_056305.1",""
"Q6IF42-1","NP_001005480.2",""
"A8MTL0-1","NP_001138531.1",""
"Q08380-1","NP_005558.1",""
"Q3MIR4-1","NP_001017970.1",""
"Q6UXT8-1","NP_997296.1",""
"Q6UXT9-1","NP_937790.2",""
"P0C091-1","NP_001161707.1",""
"P56182-1","NP_003674.1",""
"Q8NG85-1","NP_001004687.1",""
"Q9NSI5-1","NP_001073913.1",""
"O60431-1","NP_001004713.1",""
"Q9BZR9-1","NP_112174.2",""
"Q9BZR6-1","NP_075380.1",""
"Q8NG80-1","NP_001245213.1",""
"Q8NEW7-1","NP_671729.2",""
"Q8NH37-1","NP_001004702.1",""
"Q1HG44-1","NP_997464.2",""
"P25092-1","NP_004954.2",""
"P49915-1","NP_003866.1",""
"P49913-1","NP_004336.3",""
"Q8IZ40-1","NP_775858.2",""
"Q8NFZ6-1","NP_776255.2",""
"Q8NFZ4-1","NP_065846.1",""
"P35326-1","NP_005979.1",""
"Q86TL2-1","NP_940965.1",""
"Q8NFZ8-1","NP_660339.1",""
"Q53EQ6-1","NP_116251.4",""
"Q9HCU4-1","NP_001399.1",""
"Q10469-1","NP_002399.1",""
"P05198-1","NP_004085.1",""
"Q8WZ71-1","NP_056259.2",""
"Q01658-1","NP_001929.1",""
"Q5XKR4-1","NP_115485.1",""
"Q9H1B5-1","NP_071450.2",""
"Q96NJ6-1","NP_694563.1",""
"P00488-1","NP_000120.2",""
"Q9NYZ3-1","NP_057510.4",""
"O43173-1","NP_056963.2",""
"O75915-1","NP_006398.1",""
"Q08334-1","NP_000619.3",""
"O75911-1","NP_004744.2",""
"P61421-1","NP_004682.2",""
"Q9H1C7-1","NP_115788.1",""
"Q8N257-1","NP_778225.1",""
"O43175-1","NP_006614.2",""
"P01579-1","NP_000610.2",""
"I3L1E1-1","NP_001180552.1",""
"P01571-1","NP_067091.1",""
"P01570-1","NP_002163.2",""
"Q9ULI3-1","NP_065784.1",""
"P01574-1","NP_002167.1",""
"Q587J7-1","NP_001104292.1",""
"O76031-1","NP_006651.2",""
"Q8N9Q2-1","NP_776190.1",""
"Q9BTW9-1","NP_005984.3",""
"Q99633-1","NP_003666.1",""
"P62745-1","NP_004031.1",""
"Q8WX92-1","NP_056271.3",""
"Q86VR2-1","NP_835227.1",""
"Q8WW27-1","NP_982279.1",""
"Q14393-2","NP_000811.1",""
"A0A087X1C5-1","NP_001335315.1",""
"Q86VR8-1","NP_055159.2",""
"Q496F6-1","NP_852114.2",""
"Q02223-1","NP_001183.2",""
"Q02221-1","NP_005196.1",""
"O95625-1","NP_055230.2",""
"O43292-1","NP_003792.1",""
"O43290-1","NP_005137.1",""
"O43296-1","NP_003408.1",""
"D6R901-1","NP_001243791.1",""
"Q9NYB0-1","NP_061848.2",""
"Q8WVZ7-1","NP_631914.1",""
"Q8WVZ1-1","NP_001034706.1",""
"A8MQ14-1","NP_001180481.1",""
"A6NM03-1","NP_001004490.1",""
"P00156-1","YP_003024038.1",""
"Q6IF36-1","NP_001278367.1",""
"Q96B67-1","NP_065852.1",""
"P49354-1","NP_002018.1",""
"Q16821-1","NP_002702.2",""
"Q6UWM9-1","NP_079019.3",""
"Q9BXU2-1","NP_112563.1",""
"Q5VTM2-1","NP_001177739.1",""
"Q8N807-1","NP_777584.1",""
"Q8NCR9-1","NP_689524.1",""
"Q9NST1-1","NP_079501.2",""
"Q5VT98-1","NP_001093322.2",""
"O95848-1","NP_803877.2",""
"Q9Y5L4-1","NP_036590.1",""
"Q86YV9-1","NP_079023.2",""
"Q8IXN7-1","NP_775913.2",""
"Q9BPX1-1","NP_057330.2",""
"P30520-1","NP_001117.2",""
"P49747-1","NP_000086.2",""
"Q96KT7-1","NP_473369.1",""
"O76038-1","NP_008929.2",""
"Q01955-1","NP_000082.2",""
"O95665-1","NP_036476.1",""
"Q15428-1","NP_009096.2",""
"Q9ULM0-1","NP_065766.1",""
"Q9ULM2-1","NP_065765.1",""
"Q9UQV4-1","NP_055213.2",""
"O00515-1","NP_005549.2",""
"Q8IWL3-1","NP_741999.3",""
"Q9H6E5-1","NP_073741.2",""
"Q9BRJ7-1","NP_115725.1",""
"P11678-1","NP_000493.1",""
"C9JVW0-1","NP_848606.3",""
"Q14469-1","NP_005515.1",""
"Q96EM0-1","NP_653182.1",""
"P55089-1","NP_003344.1",""
"P17787-1","NP_000739.1",""
"A6NCS6-1","NP_001138466.1",""
"O00602-1","NP_001994.2",""
"Q6ZR62-1","NP_001004308.2",""
"Q13705-1","NP_001097.2",""
"Q96NW7-1","NP_065845.1",""
"Q8NCA5-1","NP_056290.3",""
"Q9NR00-1","NP_064515.1",""
"Q9NQZ2-1","NP_065101.1",""
"Q9HBY0-1","NP_056533.1",""
"Q8NCA9-1","NP_976308.1",""
"A4D0Y5-1","NP_001019774.1",""
"Q96LT9-1","NP_060089.1",""
"P57775-1","NP_071322.1",""
"O95273-1","NP_036274.3",""
"O95271-1","NP_003738.2",""
"O95274-1","NP_055215.2",""
"Q96H40-1","NP_443084.2",""
"O95279-1","NP_003731.1",""
"Q8N2G6-1","NP_699198.2",""
"P23409-1","NP_002460.1",""
"Q9Y2Y0-1","NP_036238.1",""
"Q9Y2Y8-1","NP_006084.2",""
"Q93070-1","NP_066549.2",""
"P07360-1","NP_000597.2",""
"Q93074-1","NP_005111.2",""
"P28068-1","NP_002109.2",""
"Q6ZV73-1","NP_060821.3",""
"Q9ULY5-1","NP_055173.1",""
"Q9Y487-1","NP_036595.2",""
"Q9H832-1","NP_075567.2",""
"Q1AE95-1","NP_001073277.1",""
"A8K0Z3-1","NP_878908.4",""
"Q00796-1","NP_003095.2",""
"A6NK89-1","NP_001073990.2",""
"P15976-1","NP_002040.1",""
"Q8IYL3-1","NP_997239.2",""
"P01148-1","NP_001076580.1",""
"Q6YFQ2-1","NP_653214.2",""
"A0A0B4J2A2-1","NP_001129261.2",""
"Q6ZVZ8-1","NP_997721.2",""
"Q8NGE7-1","NP_001005243.1",""
"Q8IYL2-1","NP_689757.2",""
"Q8NGE5-1","NP_001005280.1",""
"Q8NGE3-1","NP_996782.1",""
"Q8NGE1-1","NP_001005494.1",""
"Q86XQ3-1","NP_821138.1",""
"Q9Y3D6-1","NP_057152.2",""
"P00813-1","NP_000013.2",""
"Q8NGE8-1","NP_001004711.1",""
"Q5MNV8-1","NP_001008777.2",""
"Q8NBL1-1","NP_689518.1",""
"Q9Y3D3-1","NP_057149.1",""
"Q3ZCM7-1","NP_817124.1",""
"Q96FN4-1","NP_689940.3",""
"Q7Z7A3-1","NP_660275.2",""
"Q6ZWB6-1","NP_938167.1",""
"Q9Y6U7-1","NP_001017981.1",""
"Q9Y6V7-1","NP_061943.2",""
"O75460-1","NP_001424.3",""
"Q9HCT0-1","NP_065688.1",""
"Q96JB8-1","NP_149055.1",""
"Q8WZ84-1","NP_001002917.1",""
"P25713-1","NP_005945.1",""
"Q9GZY1-1","NP_067648.1",""
"Q9H9F9-1","NP_079131.3",""
"O60290-1","NP_001092690.1",""
"O60293-1","NP_659419.3",""
"Q6NUT2-1","NP_776173.3",""
"Q5TGI4-1","NP_001025231.1",""
"Q16518-1","NP_000320.1",""
"Q96LB2-1","NP_671732.3",""
"O95475-1","NP_031400.2",""
"O95477-1","NP_005493.2",""
"A2RU37-1","NP_001001709.1",""
"P42830-1","NP_002985.1",""
"P32119-1","NP_005800.3",""
"P23942-1","NP_000313.2",""
"Q9BUA3-1","NP_612480.1",""
"A6NCS4-1","NP_001129743.2",""
"Q9HB20-1","NP_061964.3",""
"O95786-1","NP_055129.2",""
"P49019-1","NP_006009.2",""
"P50281-1","NP_004986.1",""
"O95789-3","NP_009098.3",""
"Q96PQ0-1","NP_065828.2",""
"Q7Z5L3-1","NP_872334.2",""
"P0C7T5-1","NP_001131147.1",""
"A6NKW6-1","NP_001157914.1",""
"Q6S545-1","NP_001129685.1",""
"Q9NY25-1","NP_037384.1",""
"P19784-1","NP_001887.1",""
"Q9UHV2-1","NP_037508.2",""
"Q9UHV7-1","NP_005112.2",""
"Q68EN5-1","NP_001035805.1",""
"Q96MI9-1","NP_689549.3",""
"P61009-1","NP_068747.1",""
"Q6ZS86-1","NP_001034636.1",""
"Q96BD0-1","NP_057438.3",""
"Q06828-1","NP_002014.2",""
"Q96BD6-1","NP_079382.2",""
"Q5H9S7-1","NP_079276.2",""
"Q8NH69-1","NP_001001960.1",""
"Q9NV92-1","NP_061953.2",""
"Q8NH64-1","NP_001004749.1",""
"Q8NH67-1","NP_001005170.1",""
"Q8NH60-1","NP_001001916.2",""
"O14894-1","NP_003954.2",""
"P22528-1","NP_003116.2",""
"Q9BYR0-1","XP_003846526.1",""
"Q9BYR3-1","NP_115913.1",""
"Q9BYR5-1","NP_149051.1",""
"Q5XKL5-1","NP_899065.2",""
"Q9BYR7-1","NP_114165.1",""
"Q9BYR6-1","NP_149441.1",""
"A1L1A6-1","NP_001192209.1",""
"Q96M43-1","NP_001137461.1",""
"P50750-1","NP_001252.1",""
"Q16617-1","NP_005592.1",""
"Q8WUY8-1","NP_065111.1",""
"Q7Z419-1","NP_877434.2",""
"Q7Z418-1","NP_862823.1",""
"Q7Z417-1","NP_065823.1",""
"Q6ZTY9-1","NP_001116537.1",""
"Q7Z410-1","NP_892018.1",""
"Q2KHR3-1","NP_001070254.1",""
"Q96C01-1","NP_116211.2",""
"P23435-1","NP_004343.1",""
"Q13435-1","NP_006833.2",""
"Q14C87-1","NP_597705.2",""
"Q6IF63-1","NP_001005178.1",""
"A0A0G2JMH6-1","NP_061984.2",""
"Q7Z449-1","NP_898898.1",""
"Q2M2D7-1","NP_001034486.2",""
"Q92945-1","NP_003676.2",""
